Date,total_gain,total_gain_vn30
2017-10-30,1.0991628771961315,1.118073468352043
2017-10-31,1.092226737516629,1.11560079320422
2017-11-01,1.0953921820812802,1.1145949015531207
2017-11-02,1.0961499391204443,1.1056766046601403
2017-11-03,1.0938607824939384,1.12042019440373
2017-11-06,1.094338109462912,1.1280603331419747
2017-11-07,1.0949298254392434,1.1284270234660818
2017-11-08,1.105988463770609,1.140984519534474
2017-11-09,1.1062996267422154,1.1381585061984936
2017-11-10,1.105833045615422,1.1431824548581886
2017-11-13,1.1104599751227902,1.1552775375894866
2017-11-14,1.1176400561882216,1.1568433116114536
2017-11-15,1.12603375516488,1.1690280599849046
2017-11-16,1.1374362637167614,1.1749221704171393
2017-11-17,1.144830325946991,1.1744479852817142
2017-11-20,1.1747306581729045,1.189583926364499
2017-11-21,1.204838185054625,1.203170066498691
2017-11-22,1.2225834877686124,1.2122927117364728
2017-11-23,1.2279168211019458,1.2173077786946878
2017-11-24,1.2247589263651038,1.2195917239665963
2017-11-27,1.2241903407218913,1.2265035442592687
2017-11-28,1.2339464382828669,1.2232322405643044
2017-11-29,1.2455329852101429,1.2401051556616896
2017-11-30,1.2411232629879205,1.2439147600977623
2017-12-01,1.2469687744701752,1.246729493699567
2017-12-04,1.2722904847233925,1.263759717089843
2017-12-05,1.2746521581376973,1.2434072440938224
2017-12-06,1.2639017218375228,1.2221360361930882
2017-12-07,1.2599677562597216,1.224637114243972
2017-12-08,1.2487469145196064,1.226217895386436
2017-12-11,1.2492098774825693,1.2111865980781118
2017-12-12,1.2700987663714582,1.2047662098026783
2017-12-13,1.2755983419075745,1.2072566102415154
2017-12-14,1.2899939463031789,1.2208267646567401
2017-12-15,1.2828459577974318,1.2277909289030449
2017-12-18,1.3028103071735457,1.2454294097419718
2017-12-19,1.297695484626573,1.2448182851673883
2017-12-20,1.2994991981544244,1.2452821804114076
2017-12-21,1.2985157067599742,1.2414357428448852
2017-12-22,1.2991199578440715,1.2393622831292457
2017-12-25,1.2998870429207798,1.2456485910629267
2017-12-26,1.3152481858175518,1.252116855482205
2017-12-27,1.3050022841782074,1.2542625760779826
2017-12-28,1.3135599101271378,1.2632344176555228
2017-12-29,1.3136962567201773,1.2723542172476678
2018-01-02,1.3295465968562317,1.2894749755259496
2018-01-03,1.3432936772699786,1.3012446647940503
2018-01-04,1.354253392909789,1.309667711046044
2018-01-05,1.346602906208614,1.30515033843694
2018-01-08,1.359218189476071,1.317512812123241
2018-01-09,1.366240843197754,1.3352464737124046
2018-01-10,1.3638416109520726,1.3380799082398283
2018-01-11,1.3699313545418161,1.3446821858814602
2018-01-12,1.3673667648761627,1.3466680177349668
2018-01-15,1.3744994324938518,1.3556151354100503
2018-01-16,1.367606136932001,1.353008632373852
2018-01-17,1.3461505603724546,1.332982688597991
2018-01-18,1.3670164457891212,1.3341228072476268
2018-01-19,1.3688677656525066,1.356223641095681
2018-01-22,1.3962945273310496,1.378554764922471
2018-01-25,1.411027492340258,1.3904970209282341
2018-01-26,1.4017334798290872,1.3949510386712884
2018-01-29,1.4090842149025944,1.3942968024920277
2018-01-30,1.419727703771152,1.3882411560108494
2018-01-31,1.4045844156866873,1.3963370998057887
2018-02-01,1.4061205139969792,1.378396828115483
2018-02-02,1.4034661930093248,1.3826843112519986
2018-02-05,1.4233373981611186,1.3371954718430592
2018-02-06,1.4269842311745542,1.2915244803449195
2018-02-07,1.4334485084277442,1.3362095435746881
2018-02-08,1.4372720378395087,1.3219194093750515
2018-02-09,1.4481232075756958,1.29923181741821
2018-02-12,1.4808559403084285,1.3282069973212582
2018-02-13,1.4948116669686788,1.3571660703188002
2018-02-21,1.5218643485064103,1.37761292461245
2018-02-22,1.5057214033431323,1.367710462931075
2018-02-23,1.5366447210270135,1.3878072879704806
2018-02-26,1.5550594286822275,1.4000858597932275
2018-02-27,1.5460610647483972,1.4036293493126761
2018-02-28,1.5421501140865441,1.4088986542533284
2018-03-01,1.5325833270829339,1.404971893740688
2018-03-02,1.5328849862081224,1.4076392355311527
2018-03-05,1.54355525972781,1.4019490144151117
2018-03-06,1.5411997661589272,1.4013322959017662
2018-03-07,1.5566505131454305,1.3901519123928316
2018-03-08,1.5662181304407388,1.405643693855924
2018-03-09,1.5817596845961543,1.4029685680075206
2018-03-12,1.5859188166033875,1.4045181407422898
2018-03-13,1.5909556937395628,1.4102182601733637
2018-03-14,1.5907163161213702,1.413088152394966
2018-03-15,1.5900275490144917,1.4130432984841537
2018-03-16,1.5867301869041799,1.4133303763899203
2018-03-19,1.5829429805606092,1.4277698382733282
2018-03-20,1.5835323773130332,1.4330744090451433
2018-03-21,1.5840618513688045,1.4383334012182152
2018-03-22,1.5817517072041114,1.4444134656056598
2018-03-23,1.5696650815090574,1.4256835194303425
2018-03-26,1.5796413988566003,1.4450633987380899
2018-03-27,1.5866004631840858,1.4463934171671036
2018-03-28,1.5849720354891832,1.44736573223191
2018-03-29,1.5894494304593825,1.4415461816642654
2018-03-30,1.5914036948392682,1.4469985065355906
2018-04-02,1.604618271623527,1.4630498709015616
2018-04-03,1.6020078298564586,1.4560305292850635
2018-04-04,1.5983092232849812,1.4600465935420917
2018-04-05,1.6033006174330016,1.4628388847626486
2018-04-06,1.6044971986295828,1.4649400839836673
2018-04-09,1.6043262584586426,1.4719379190018225
2018-04-10,1.6007618011896958,1.4649548561034704
2018-04-11,1.621829376431036,1.4388804259222536
2018-04-12,1.6175018910509191,1.4386178645485326
2018-04-13,1.6298594721201567,1.4327349451497808
2018-04-16,1.6264816943423788,1.4275657349733937
2018-04-17,1.6282002128608974,1.4265035060630635
2018-04-18,1.643962600745032,1.415595220728549
2018-04-19,1.6646723052346322,1.3859049350245018
2018-04-20,1.6665805847052386,1.3882501637766371
2018-04-23,1.7027431033182996,1.3613984057464417
2018-04-24,1.7002310260236135,1.3576215703369532
2018-04-26,1.7331143432849443,1.3260856303873116
2018-04-27,1.7290729435806564,1.3312854812595132
2018-05-02,1.7350865226301229,1.3185678268517673
2018-05-03,1.7450392389611746,1.318231702367076
2018-05-04,1.7466421176003633,1.3181426983223365
2018-05-07,1.7814562011804884,1.3524024154620853
2018-05-08,1.7753640294633166,1.3594691815798585
2018-05-09,1.7589195850188721,1.3530882029732287
2018-05-10,1.7900456246861787,1.330362884981237
2018-05-11,1.8064164333646797,1.3361812161469566
2018-05-14,1.7983571167947248,1.3543518980579408
2018-05-15,1.7820815679680782,1.3649317867208453
2018-05-16,1.7835779067137008,1.34300142341948
2018-05-17,1.7839655036129254,1.3238252733335012
2018-05-18,1.7748866434406256,1.3285135889871569
2018-05-21,1.7887146695385905,1.3131417934869363
2018-05-22,1.808261269034812,1.2674813297136256
2018-05-23,1.8112004114967761,1.2779454876253844
2018-05-24,1.8238139504856363,1.2696959574046398
2018-05-25,1.8213409445643545,1.2444708259695247
2018-05-28,1.8418427366790497,1.2035446468854507
2018-05-29,1.864630889857695,1.2335001034556066
2018-05-30,1.8611676863944917,1.2267318041800093
2018-05-31,1.8781647495369294,1.2582784383348469
2018-06-01,1.8934757543216185,1.2807030389131377
2018-06-04,1.9174966420500779,1.3095510783817972
2018-06-05,1.9195704139351704,1.3203153086339992
2018-06-06,1.9373145216792782,1.3353815584479043
2018-06-07,1.934370458872605,1.3391557706055606
2018-06-08,1.9312208525733925,1.3367205238176512
2018-06-11,1.92820811392847,1.3392105393436304
2018-06-12,1.92178462230195,1.3201678369357757
2018-06-13,1.9138638958487122,1.3312095511817716
2018-06-14,1.9231258824302864,1.3206812711609506
2018-06-15,1.9213294752446575,1.3143784790736843
2018-06-18,1.9426919091070913,1.2901061495293646
2018-06-19,1.952038988144892,1.241285462415815
2018-06-20,1.9613505707585324,1.279309462846316
2018-06-21,1.9574310424893682,1.2721346121495674
2018-06-22,1.9563478838590398,1.288185825650549
2018-06-25,1.951557423423418,1.3005197037301641
2018-06-26,1.94107653563057,1.2882548727269456
2018-06-27,1.9569856265396606,1.2817996124093223
2018-06-28,1.9502484131357805,1.2600629559850591
2018-06-29,1.9435534078222843,1.2646105256792086
2018-07-02,1.947476223768001,1.2441232959822006
2018-07-03,1.9674545082413994,1.20668778437429
2018-07-04,1.964496039155529,1.2123824816062205
2018-07-05,1.986369872675499,1.1942071232618767
2018-07-06,2.0158925824522504,1.2211663000118487
2018-07-09,2.0484437928805557,1.2133150876437115
2018-07-10,2.0453140794567246,1.2154127336187839
2018-07-11,2.0476012935549623,1.1854758635335032
2018-07-12,2.0513517719323064,1.1944612152409484
2018-07-13,2.0395937810647267,1.2098390412983862
2018-07-16,2.0535257840211196,1.2146533236694201
2018-07-17,2.0652732142707526,1.226453911480655
2018-07-18,2.0776188932830983,1.2483548421057853
2018-07-19,2.084684517948552,1.260379255634055
2018-07-20,2.0786625554972584,1.2581852504617141
2018-07-23,2.0624015325695693,1.2483701858246272
2018-07-24,2.070509640677677,1.239648600706033
2018-07-25,2.0768588470268834,1.2343025117921333
2018-07-26,2.0825302703711936,1.232833683590632
2018-07-27,2.0878575154244663,1.2421499461893788
2018-07-30,2.0992449028118534,1.25711270123634
2018-07-31,2.1003115694785204,1.2642604207734398
2018-08-01,2.1030464300716654,1.2561706945145685
2018-08-02,2.1162155949538923,1.2527849063073329
2018-08-03,2.1242806841317505,1.2610537837057345
2018-08-06,2.119360898035494,1.2555652164548923
2018-08-07,2.1161866345359575,1.2526033583683804
2018-08-08,2.1229282075696654,1.2613016123061036
2018-08-09,2.122504254204536,1.261587641375132
2018-08-10,2.1257305181200143,1.2644365235330806
2018-08-13,2.119285721500891,1.2774260052210797
2018-08-14,2.1246022657471313,1.285526336740439
2018-08-15,2.1234903438596433,1.2727340638110396
2018-08-16,2.1222578626989983,1.262049183963561
2018-08-17,2.121272294237189,1.27064705355548
2018-08-20,2.1173300203899523,1.2646525546367995
2018-08-21,2.1246316076915397,1.271570375153682
2018-08-22,2.1265443185244384,1.2774127465061333
2018-08-23,2.1238623261872736,1.279498360980298
2018-08-24,2.1199064652670154,1.2787699151714627
2018-08-27,2.12359278069042,1.2853307066320199
2018-08-28,2.1247694141344953,1.2900899017072875
2018-08-29,2.122076787788182,1.28669186844775
2018-08-30,2.125333891045285,1.291145037843834
2018-08-31,2.123719602877674,1.290764442057132
2018-09-04,2.1205785307710845,1.2779118710284119
2018-09-05,2.1290164666148783,1.2597110996326024
2018-09-06,2.121248105032957,1.2508136223540838
2018-09-07,2.119999932713853,1.262072808607378
2018-09-10,2.1210244866795835,1.2631851320922345
2018-09-11,2.1318483847070704,1.2770155272161472
2018-09-12,2.1308341504539317,1.279322199866942
2018-09-13,2.1235359048398967,1.274469549653467
2018-09-14,2.1243403819297884,1.2794086480587243
2018-09-17,2.1257314443537147,1.2713595831247413
2018-09-18,2.1368484003417914,1.2768391502179464
2018-09-19,2.1351851986785895,1.2820904943741294
2018-09-20,2.138266489358551,1.2904923720743622
2018-09-21,2.1344903135947337,1.2981754106852357
2018-09-24,2.1268032387648015,1.3052173043311788
2018-09-25,2.124595733246038,1.3033397417119281
2018-09-26,2.1228621007761217,1.3041430199003834
2018-09-27,2.120449596528755,1.3077193107178502
2018-09-28,2.1219373898607357,1.3137327955019116
2018-10-01,2.1171436554741314,1.3143567137082472
2018-10-02,2.1129469519170865,1.306079866754489
2018-10-03,2.1094239166867346,1.3087976162956152
2018-10-04,2.1125663393932728,1.3122766158809671
2018-10-05,2.117707468425531,1.3023797169764793
2018-10-08,2.1145864968535113,1.2899714556599209
2018-10-09,2.1102023346395096,1.2883223451489028
2018-10-10,2.109243594697719,1.2853593668911754
2018-10-11,2.121560048656824,1.2346940808440616
2018-10-12,2.1437291423321123,1.2627802918778523
2018-10-15,2.128898633857536,1.2477999721138031
2018-10-16,2.143697328090398,1.2591629965093007
2018-10-17,2.1549617204904976,1.2658083639214415
2018-10-18,2.1505548810757262,1.2584451545777826
2018-10-19,2.1486706376172506,1.2518906079605683
2018-10-22,2.1612215923479954,1.2448636911142057
2018-10-23,2.1725437120803157,1.2235365232843043
2018-10-24,2.167586257400331,1.2165043763267842
2018-10-25,2.1792246754794267,1.205675777262891
2018-10-26,2.1830223818152046,1.1990557914244906
2018-10-29,2.184210121278806,1.1881601542050844
2018-10-30,2.185652794019884,1.189853111274896
2018-10-31,2.1969541638828978,1.215375841921586
2018-11-01,2.206393691906497,1.2024699579965938
2018-11-02,2.2136712183016702,1.224016576531198
2018-11-05,2.202382378441402,1.221819017036968
2018-11-06,2.2092047736953875,1.21924032829466
2018-11-07,2.200815511950421,1.2154788023800767
2018-11-08,2.213853807286437,1.2174947517697228
2018-11-09,2.213965714179902,1.2036004595449687
2018-11-12,2.211162683876871,1.205336355391218
2018-11-13,2.200616544517173,1.1924522225664984
2018-11-14,2.195422532907029,1.1849856227762472
2018-11-15,2.196226206845031,1.1748212703660896
2018-11-16,2.1925242170255035,1.1862503059179323
2018-11-19,2.2012598492094115,1.2044333755871954
2018-11-20,2.1931251537875425,1.2098190483456064
2018-11-21,2.2074222149471927,1.2123517720321761
2018-11-22,2.2038095520049215,1.2175050283088646
2018-11-23,2.204071136459331,1.207640594763118
2018-11-26,2.2074164980590902,1.213997859566784
2018-11-27,2.2053949347167725,1.2156496821521097
2018-11-28,2.209955465396706,1.2178559086134562
2018-11-29,2.2220113267168604,1.2171999449027027
2018-11-30,2.220354450681313,1.2137844695731148
2018-12-03,2.2428896619489187,1.242117319156718
2018-12-04,2.239610973424328,1.2488045396178757
2018-12-05,2.2367625948090786,1.247478136650184
2018-12-06,2.2359251653534074,1.242489420650659
2018-12-07,2.2363285390241083,1.2510518263719521
2018-12-10,2.2316609242481897,1.2449616137525152
2018-12-11,2.2322809774998222,1.2401223802351393
2018-12-12,2.2319892515763273,1.2489667391007115
2018-12-13,2.2321340531981053,1.2515870807156184
2018-12-14,2.2347317369301107,1.240218922314259
2018-12-17,2.243383582292065,1.2221818909180753
2018-12-18,2.2353939873459483,1.2071925263873653
2018-12-19,2.2375551021831193,1.199330732008717
2018-12-20,2.231299213733901,1.1978343369604243
2018-12-21,2.2268218849537833,1.1927253451348112
2018-12-24,2.2279588946183657,1.1917439460705639
2018-12-25,2.2319497726115243,1.17968144035915
2018-12-26,2.231296705115078,1.1746749654724606
2018-12-27,2.2325327035700795,1.182576888661119
2018-12-28,2.2278449033779566,1.181977361365333
2019-01-02,2.244998899479321,1.1692297637971825
2019-01-03,2.247372223319359,1.1478925042211232
2019-01-04,2.2566764304391,1.1491462056252688
2019-01-07,2.2609130411505314,1.1624665008898263
2019-01-08,2.2544601512059548,1.157359056259704
2019-01-09,2.255292691643633,1.1672123801300613
2019-01-10,2.2488423474941737,1.1722139614262557
2019-01-11,2.2468594008354392,1.1730647772770715
2019-01-14,2.246465203421374,1.1724359416710022
2019-01-15,2.258160419014995,1.179147742088159
2019-01-16,2.258974372503367,1.18047883763767
2019-01-17,2.2569217796525867,1.1733351548264344
2019-01-18,2.2542943286721946,1.1685035057787931
2019-01-21,2.2694746695362453,1.1790911492384373
2019-01-22,2.267618521044366,1.1746689316468095
2019-01-23,2.272731713862477,1.1767619549026234
2019-01-24,2.2766815279888712,1.1805447351300542
2019-01-25,2.2740510688190128,1.1833884685127098
2019-01-28,2.276009819827194,1.1836190107480473
2019-01-29,2.283023307303109,1.185509021350546
2019-01-30,2.2797666023222662,1.1864867520950015
2019-01-31,2.286831026802033,1.1826371066071308
2019-02-01,2.286754124429595,1.1815873407856603
2019-02-11,2.2976157632705085,1.1940591925092008
2019-02-12,2.304677266687365,1.2074267431222605
2019-02-13,2.3148467582127887,1.215553072655053
2019-02-14,2.311343870193411,1.2213698172876823
2019-02-15,2.3075326382687393,1.2194384153562805
2019-02-18,2.3170125543358853,1.2245431798030975
2019-02-19,2.3172349000835233,1.2295224329151306
2019-02-20,2.327011591562248,1.2333429669090752
2019-02-21,2.33966424862023,1.2396058546377637
2019-02-22,2.329610194566176,1.2541246735122282
2019-02-25,2.336353722954255,1.2629670049653576
2019-02-26,2.3415476041353296,1.2520935039323215
2019-02-27,2.337321794188423,1.2541069195249872
2019-02-28,2.3464947808261982,1.2324981341729715
2019-03-01,2.3431984845299016,1.2377258586850688
2019-03-04,2.3579603892918066,1.2502792570615395
2019-03-05,2.347819057972355,1.2481320376567187
2019-03-06,2.343532046164907,1.2448772446766907
2019-03-07,2.3456017629405066,1.2487610347350562
2019-03-08,2.351512188784853,1.2370358683133391
2019-03-11,2.3498807464415084,1.240666227740792
2019-03-12,2.3611770833574988,1.251191052599426
2019-03-13,2.356947692676495,1.2604741715548866
2019-03-14,2.3539991130288866,1.2599614058247295
2019-03-15,2.3531711792635877,1.2491450487566889
2019-03-18,2.3534588455706715,1.2583400784703573
2019-03-19,2.3548847180263808,1.2509846968363276
2019-03-20,2.362371310546987,1.2478028688491845
2019-03-21,2.370982061375636,1.2351431343789998
2019-03-22,2.37241377943731,1.2348143636527453
2019-03-25,2.3714480265214792,1.2118257318983958
2019-03-26,2.3712970261439787,1.2167627844780058
2019-03-27,2.3710318746288266,1.224299462980049
2019-03-28,2.365979084281919,1.2237564484738044
2019-03-29,2.3660923089196,1.2260073022459248
2019-04-01,2.3714844657823453,1.2279875878938322
2019-04-02,2.378450757917177,1.2265743163911271
2019-04-03,2.3797312158691977,1.2232572734243639
2019-04-04,2.3750765612145424,1.228160648099876
2019-04-05,2.3735750597130414,1.227730108490232
2019-04-08,2.3677942789322604,1.2282491874012704
2019-04-09,2.373568381152496,1.2233039383726587
2019-04-10,2.371839707721455,1.214229568475605
2019-04-11,2.3710865822507516,1.2180582409785716
2019-04-12,2.370897853152499,1.215426309854871
2019-04-16,2.368675630930277,1.207722132379247
2019-04-17,2.365964991671185,1.2058966362837804
2019-04-18,2.363850986386172,1.1974975439276316
2019-04-19,2.3627107355309844,1.1997744887231052
2019-04-22,2.3615177854809577,1.1966621609518273
2019-04-23,2.3597774443741004,1.197892747873423
2019-04-24,2.3650152645166003,1.2088178539948964
2019-04-25,2.3655881334441893,1.2046526414001941
2019-04-26,2.372112041648963,1.210813548466585
2019-05-02,2.3677790883992484,1.2142515189404857
2019-05-03,2.3662597933521505,1.2145874200511986
2019-05-06,2.3655400963824533,1.1983128795215485
2019-05-07,2.3603858537484053,1.1968337242329994
2019-05-08,2.3544341540803266,1.1930164084327306
2019-05-09,2.3530218864365233,1.1911519105317205
2019-05-10,2.3492714080591792,1.194784731984849
2019-05-13,2.348967237115109,1.1989524929266488
2019-05-14,2.3515509219055644,1.2005899357867158
2019-05-15,2.361856697670004,1.2150417215415463
2019-05-16,2.3609973022360093,1.2162279478869618
2019-05-17,2.3592370026105414,1.2104491517096858
2019-05-20,2.374473390690308,1.2225573497579838
2019-05-21,2.3744733906903086,1.224379065947931
2019-05-22,2.372679701547619,1.2206313805317495
2019-05-23,2.3730834305353596,1.218127234779337
2019-05-24,2.380279524084576,1.2063449394632457
2019-05-27,2.3799465607105468,1.2098675769251404
2019-05-28,2.374479657637261,1.2122527617769663
2019-05-29,2.373962861771628,1.2041377371961866
2019-05-30,2.374519654644679,1.206910139907483
2019-05-31,2.3902054928914254,1.1963364286138116
2019-06-03,2.3813216660121546,1.1800041255537859
2019-06-04,2.379187401363338,1.1813722890841114
2019-06-05,2.3837346075290413,1.181916491017765
2019-06-06,2.3906982886616976,1.1764311417607176
2019-06-07,2.3876977116276525,1.1874739866023476
2019-06-10,2.3899458445342217,1.1900060109558181
2019-06-11,2.386644763145491,1.1907522196416873
2019-06-12,2.3841742196259164,1.186198004985605
2019-06-13,2.3827161021323437,1.1748583334212144
2019-06-14,2.384488741824059,1.1792993587035867
2019-06-17,2.386273970993151,1.169760297291527
2019-06-18,2.385415266855758,1.1629061672388028
2019-06-19,2.3829101783948223,1.1686750577006682
2019-06-20,2.3899129795152705,1.1857065166351461
2019-06-21,2.3944987213264457,1.1869867048574145
2019-06-24,2.3904685894997035,1.1883343671816138
2019-06-25,2.3804489282776835,1.1885644267670463
2019-06-26,2.375040022628805,1.1863908637337184
2019-06-27,2.3897470285116076,1.176444456772386
2019-06-28,2.404490094602555,1.1739183223401262
2019-07-01,2.425613879984896,1.1956374096949722
2019-07-02,2.4095925682634496,1.1948264074789945
2019-07-03,2.406960989316081,1.1883788510342959
2019-07-04,2.4113469542283616,1.1991830070099492
2019-07-05,2.404574945199016,1.2005945038796133
2019-07-08,2.410656153886457,1.1922738636904666
2019-07-09,2.406687445624675,1.1905086588579317
2019-07-10,2.407907190240646,1.197536033467522
2019-07-11,2.404982547274982,1.2002840380285256
2019-07-12,2.4088840624264973,1.1959061028219664
2019-07-15,2.411058970851406,1.1924683030138437
2019-07-16,2.4096937831380956,1.2007658217806765
2019-07-17,2.4051903014547773,1.201356871917641
2019-07-18,2.4023808861168883,1.1945410911131518
2019-07-19,2.4020363753222167,1.1984870599342794
2019-07-22,2.393859203260888,1.2021327033903493
2019-07-23,2.40338519015313,1.210600738261399
2019-07-24,2.402632744705425,1.2093963529481464
2019-07-25,2.401465136419173,1.214332398476968
2019-07-26,2.400184533782638,1.2104186577707006
2019-07-29,2.398830437641812,1.2099908454677193
2019-07-30,2.404662548113272,1.2021968238877405
2019-07-31,2.4148397922527804,1.2056363316862284
2019-08-01,2.404481976810219,1.2077291628909075
2019-08-02,2.400855914487273,1.2076275621142258
2019-08-05,2.398925193306126,1.196540662043098
2019-08-06,2.3972852238171862,1.1830347082350585
2019-08-07,2.398206882803362,1.1877796392599635
2019-08-08,2.398399561030722,1.1956466714422298
2019-08-09,2.3989364531920967,1.2012237505613257
2019-08-12,2.401389406317696,1.2052242506238335
2019-08-13,2.396816409861768,1.1989078177104637
2019-08-14,2.3988421714334534,1.2068022847485007
2019-08-15,2.4100849547819796,1.2022247722027257
2019-08-16,2.3964581204004283,1.2161112955759132
2019-08-19,2.401576991973628,1.2143978545832372
2019-08-20,2.3984077786176576,1.2175950365758108
2019-08-21,2.40279026378899,1.2241367582227591
2019-08-22,2.401024607678693,1.2254699286130446
2019-08-23,2.397227329687867,1.2247820409828176
2019-08-26,2.391144878685389,1.2159998850801208
2019-08-27,2.394909230275828,1.2133004518490897
2019-08-28,2.3916175163144207,1.209785059371805
2019-08-29,2.3885903092913,1.2106980028820162
2019-08-30,2.3875729002928825,1.2150783868694046
2019-09-03,2.3873471666585715,1.2106834724132751
2019-09-04,2.387913353953328,1.2096024156803187
2019-09-05,2.38734965609538,1.2104366320805622
2019-09-06,2.385092319752265,1.2086907433668879
2019-09-09,2.383213115031703,1.209153366780146
2019-09-10,2.3846051391099574,1.205115742437106
2019-09-11,2.385133879951411,1.2070974428492995
2019-09-12,2.384003553287005,1.2159805051324502
2019-09-13,2.3979441086546824,1.22943422366856
2019-09-16,2.3984986783086315,1.232285997737312
2019-09-17,2.4049274080803005,1.2367388678545856
2019-09-18,2.40830479427707,1.238384831950622
2019-09-19,2.414821360266453,1.2418247215235938
2019-09-20,2.4149667460840667,1.2410059084749892
2019-09-23,2.408730422232863,1.2365369887734998
2019-09-24,2.4059373314574133,1.2354833405164096
2019-09-25,2.4061205017691694,1.238175174919152
2019-09-26,2.401218002958208,1.242897893276391
2019-09-27,2.408240525972435,1.2517209094610091
2019-09-30,2.4042318585834863,1.2496776883066434
2019-10-01,2.4052801902900978,1.252721712918828
2019-10-02,2.4138823408277323,1.2454749448046079
2019-10-03,2.410732905554057,1.2452247326682313
2019-10-04,2.414944568621012,1.2430375489121512
2019-10-07,2.415924320417224,1.234095151040878
2019-10-08,2.4170571129334846,1.241038525675003
2019-10-09,2.4154569965613852,1.240404708236281
2019-10-10,2.4122869047380355,1.2400329244394936
2019-10-11,2.4130170982393135,1.241104935115845
2019-10-14,2.415092466890324,1.249453293308491
2019-10-15,2.412419153064956,1.2495183135189398
2019-10-16,2.4134290354857892,1.2513495970428061
2019-10-17,2.4090620656575807,1.2507871551798255
2019-10-18,2.4113476555574502,1.2448024362343482
2019-10-21,2.4089599846219176,1.2426902738809202
2019-10-22,2.4072898688030167,1.2435303808036196
2019-10-23,2.4061657028616183,1.24436978253911
2019-10-24,2.410624647940465,1.2510684722100571
2019-10-25,2.409292466763825,1.2533838881193449
2019-10-28,2.4097244788601637,1.2539560075519751
2019-10-29,2.4094726350033553,1.2517983007627507
2019-10-30,2.4076007847513754,1.2523497057643183
2019-10-31,2.40964731641876,1.2494429174952082
2019-11-01,2.416519055940257,1.2613749019326925
2019-11-04,2.4178402485844277,1.268978731692583
2019-11-05,2.4183738665139902,1.2708919156558498
2019-11-06,2.416312743557345,1.2701599288952625
2019-11-07,2.417378955306998,1.2710410796994451
2019-11-08,2.417378955306998,1.273141251531686
2019-11-11,2.41575207643874,1.2670444650462294
2019-11-12,2.4182009691133572,1.268098778145271
2019-11-13,2.420746307961591,1.2592901737984161
2019-11-14,2.421564347512025,1.2557161003206172
2019-11-15,2.4164290099705683,1.254552783575319
2019-11-18,2.4200700465951135,1.247241233915015
2019-11-19,2.4193165482097525,1.251803872423684
2019-11-20,2.4243719424229395,1.2447963458210367
2019-11-21,2.4244081349672753,1.2360077938084908
2019-11-22,2.4382383166506276,1.2095511977879674
2019-11-25,2.432470152479801,1.217078649852656
