Date,gain,total_gain
2017-08-10,0.0,0.0
2017-08-11,0.0,0.0
2017-08-12,0.0,0.0
2017-08-13,0.0,0.0
2017-08-14,0.6999999999999544,0.6999999999999544
2017-08-15,-0.19999999999999996,0.4999999999999545
2017-08-16,-1.7000000000000226,-1.2000000000000681
2017-08-17,0.9000000000000001,-0.300000000000068
2017-08-18,0.0,-0.300000000000068
2017-08-19,0.0,-0.300000000000068
2017-08-20,0.0,-0.300000000000068
2017-08-21,-1.4000000000000001,-1.7000000000000681
2017-08-22,1.8000000000000451,0.099999999999977
2017-08-23,0.0,0.099999999999977
2017-08-24,2.0000000000000453,2.1000000000000223
2017-08-25,0.39999999999995417,2.4999999999999765
2017-08-26,0.0,2.4999999999999765
2017-08-27,0.0,2.4999999999999765
2017-08-28,7.899999999999977,10.399999999999954
2017-08-29,-1.8999999999999542,8.5
2017-08-30,-0.09999999999997833,8.400000000000022
2017-08-31,5.5,13.900000000000022
2017-09-01,1.999999999999977,15.899999999999999
2017-09-02,0.0,15.899999999999999
2017-09-03,0.0,15.899999999999999
2017-09-04,0.0,15.899999999999999
2017-09-05,-0.6999999999999549,15.200000000000044
2017-09-06,-0.3000000000000913,14.899999999999952
2017-09-07,6.000000000000046,20.9
2017-09-08,-2.700000000000024,18.199999999999974
2017-09-09,0.0,18.199999999999974
2017-09-10,0.0,18.199999999999974
2017-09-11,-0.39999999999995595,17.80000000000002
2017-09-12,-3.2999999999999314,14.500000000000087
2017-09-13,5.8999999999999755,20.400000000000063
2017-09-14,6.0,26.400000000000063
2017-09-15,-1.0999999999999766,25.300000000000086
2017-09-16,0.0,25.300000000000086
2017-09-17,0.0,25.300000000000086
2017-09-18,4.4999999999999325,29.80000000000002
2017-09-19,0.40000000000002345,30.200000000000042
2017-09-20,0.0,30.200000000000042
2017-09-21,1.1000000000000014,31.300000000000043
2017-09-22,-0.10000000000004405,31.2
2017-09-23,0.0,31.2
2017-09-24,0.0,31.2
2017-09-25,0.0,31.2
2017-09-26,-0.7999999999999758,30.400000000000023
2017-09-27,-1.4999999999999751,28.90000000000005
2017-09-28,0.09999999999993392,28.999999999999982
2017-09-29,0.0,28.999999999999982
2017-09-30,0.0,28.999999999999982
2017-10-01,0.0,28.999999999999982
2017-10-02,-0.5000000000000426,28.49999999999994
2017-10-03,0.10000000000000142,28.59999999999994
2017-10-04,5.199999999999978,33.79999999999992
2017-10-05,0.8000000000000043,34.59999999999992
2017-10-06,-1.6999999999999602,32.89999999999996
2017-10-07,0.0,32.89999999999996
2017-10-08,0.0,32.89999999999996
2017-10-09,-1.0999999999999268,31.800000000000036
2017-10-10,3.4000000000000234,35.20000000000006
2017-10-11,1.90000000000002,37.10000000000008
2017-10-12,0.0,37.10000000000008
2017-10-13,5.800000000000004,42.900000000000084
2017-10-14,0.0,42.900000000000084
2017-10-15,0.0,42.900000000000084
2017-10-16,1.3000000000000043,44.20000000000009
2017-10-17,1.6999999999999744,45.90000000000006
2017-10-18,1.0000000000000426,46.900000000000105
2017-10-19,0.0,46.900000000000105
2017-10-20,1.59999999999998,48.500000000000085
2017-10-21,0.0,48.500000000000085
2017-10-22,0.0,48.500000000000085
2017-10-23,-0.3000000000000824,48.2
2017-10-24,0.0,48.2
2017-10-25,6.90000000000002,55.10000000000002
2017-10-26,-0.9000000000000483,54.199999999999974
2017-10-27,7.300000000000004,61.49999999999998
2017-10-28,0.0,61.49999999999998
2017-10-29,0.0,61.49999999999998
2017-10-30,1.8000000000000043,63.29999999999998
2017-10-31,-4.5999999999999375,58.700000000000045
2017-11-01,-1.7000000000001307,56.999999999999915
2017-11-02,-0.19999999999990337,56.80000000000001
2017-11-03,3.40000000000002,60.20000000000003
2017-11-04,0.0,60.20000000000003
2017-11-05,0.0,60.20000000000003
2017-11-06,7.0,67.20000000000003
2017-11-07,1.5000000000000426,68.70000000000007
2017-11-08,6.900000000000034,75.60000000000011
2017-11-09,0.7999999999999972,76.4000000000001
2017-11-10,-1.6000000000000512,74.80000000000005
2017-11-11,0.0,74.80000000000005
2017-11-12,0.0,74.80000000000005
2017-11-13,3.90000000000002,78.70000000000007
2017-11-14,1.8000000000000114,80.50000000000009
2017-11-15,3.799999999999997,84.30000000000008
2017-11-16,8.000000000000043,92.30000000000013
2017-11-17,-2.7999999999999687,89.50000000000016
2017-11-18,0.0,89.50000000000016
2017-11-19,0.0,89.50000000000016
2017-11-20,21.199999999999974,110.70000000000013
2017-11-21,22.30000000000001,133.00000000000014
2017-11-22,0.0,133.00000000000014
2017-11-23,-2.299999999999983,130.70000000000016
2017-11-24,0.0,130.70000000000016
2017-11-25,0.0,130.70000000000016
2017-11-26,0.0,130.70000000000016
2017-11-27,0.0,130.70000000000016
2017-11-28,-2.9000000000000057,127.80000000000015
2017-11-29,9.800000000000011,137.60000000000016
2017-11-30,-2.0,135.60000000000016
2017-12-01,1.799999999999983,137.40000000000015
2017-12-02,0.0,137.40000000000015
2017-12-03,0.0,137.40000000000015
2017-12-04,19.19999999999999,156.60000000000014
2017-12-05,-13.900000000000034,142.7000000000001
2017-12-06,-3.4000000000000057,139.3000000000001
2017-12-07,0.0,139.3000000000001
2017-12-08,0.0,139.3000000000001
2017-12-09,0.0,139.3000000000001
2017-12-10,0.0,139.3000000000001
2017-12-11,-2.9000000000000057,136.4000000000001
2017-12-12,0.0,136.4000000000001
2017-12-13,0.0,136.4000000000001
2017-12-14,12.800000000000011,149.2000000000001
2017-12-15,7.0,156.2000000000001
2017-12-16,0.0,156.2000000000001
2017-12-17,0.0,156.2000000000001
