Date,gain,total_gain
2017-08-09,0,0
2017-08-10,-3.0999999999999317,-3.0999999999999317
2017-08-11,-1.6000000000000685,-4.7
2017-08-12,0,-4.7
2017-08-13,0,-4.7
2017-08-14,1.1999999999998865,-3.5000000000001137
2017-08-15,2.220446049250313e-14,-3.5000000000000915
2017-08-16,-1.9999999999999778,-5.500000000000069
2017-08-17,2.799999999999977,-2.700000000000092
2017-08-18,0,-2.700000000000092
2017-08-19,0,-2.700000000000092
2017-08-20,0,-2.700000000000092
2017-08-21,0.20000000000002283,-2.5000000000000693
2017-08-22,1.999999999999977,-0.5000000000000924
2017-08-23,0.20000000000002238,-0.30000000000007
2017-08-24,2.0000000000000453,1.6999999999999753
2017-08-25,0.39999999999995417,2.0999999999999295
2017-08-26,0,2.0999999999999295
2017-08-27,0,2.0999999999999295
2017-08-28,7.899999999999978,9.999999999999908
2017-08-29,-4.000000000000001,5.999999999999907
2017-08-30,5.600000000000024,11.59999999999993
2017-08-31,5.5,17.09999999999993
2017-09-01,3.8999999999999773,20.999999999999908
2017-09-02,0,20.999999999999908
2017-09-03,0,20.999999999999908
2017-09-04,0,20.999999999999908
2017-09-05,1.0,21.999999999999908
2017-09-06,-0.09999999999993392,21.899999999999974
2017-09-07,6.5,28.399999999999974
2017-09-08,5.100000000000026,33.5
2017-09-09,0,33.5
2017-09-10,0,33.5
2017-09-11,6.399999999999999,39.9
2017-09-12,-1.1000000000000227,38.799999999999976
2017-09-13,4.100000000000001,42.89999999999998
2017-09-14,6.0,48.89999999999998
2017-09-15,0.0,48.89999999999998
2017-09-16,0,48.89999999999998
2017-09-17,0,48.89999999999998
2017-09-18,7.399999999999977,56.299999999999955
2017-09-19,0.6000000000000227,56.89999999999998
2017-09-20,-1.1000000000000014,55.799999999999976
2017-09-21,0.7000000000000668,56.50000000000004
2017-09-22,-3.100000000000108,53.399999999999935
2017-09-23,0,53.399999999999935
2017-09-24,0,53.399999999999935
2017-09-25,-1.700000000000017,51.69999999999992
2017-09-26,-0.6000000000000512,51.099999999999866
2017-09-27,-1.5000000000000426,49.599999999999824
2017-09-28,-1.4210854715202004e-14,49.59999999999981
2017-09-29,2.2999999999999545,51.899999999999764
2017-09-30,0,51.899999999999764
2017-10-01,0,51.899999999999764
2017-10-02,1.8000000000000895,53.699999999999854
2017-10-03,1.09999999999998,54.799999999999834
2017-10-04,3.799999999999976,58.59999999999981
2017-10-05,1.5000000000000284,60.09999999999984
2017-10-06,-0.6000000000000654,59.49999999999977
2017-10-07,0,59.49999999999977
2017-10-08,0,59.49999999999977
2017-10-09,-3.299999999999905,56.19999999999987
2017-10-10,3.1999999999999815,59.39999999999985
2017-10-11,2.2000000000000455,61.599999999999895
2017-10-12,2.7999999999999545,64.39999999999985
2017-10-13,7.0,71.39999999999985
2017-10-14,0,71.39999999999985
2017-10-15,0,71.39999999999985
2017-10-16,-0.4000000000000057,70.99999999999984
2017-10-17,3.8999999999999773,74.89999999999982
2017-10-18,2.600000000000051,77.49999999999987
2017-10-19,-2.999999999999929,74.49999999999994
2017-10-20,2.8000000000000256,77.29999999999997
2017-10-21,0,77.29999999999997
2017-10-22,0,77.29999999999997
2017-10-23,1.4999999999999574,78.79999999999993
2017-10-24,-6.90000000000002,71.8999999999999
2017-10-25,6.299999999999983,78.19999999999989
2017-10-26,-5.999999999999986,72.1999999999999
2017-10-27,7.0999999999999375,79.29999999999984
2017-10-28,0,79.29999999999984
2017-10-29,0,79.29999999999984
2017-10-30,5.2000000000000455,84.49999999999989
2017-10-31,-12.399999999999906,72.09999999999998
2017-11-01,1.9999999999999858,74.09999999999997
2017-11-02,-0.599999999999909,73.50000000000006
2017-11-03,-1.3000000000000824,72.19999999999997
2017-11-04,0,72.19999999999997
2017-11-05,0,72.19999999999997
2017-11-06,7.0,79.19999999999997
2017-11-07,-1.1999999999999744,78.0
2017-11-08,10.0,88.0
2017-11-09,0.2999999999999545,88.29999999999995
2017-11-10,0.0,88.29999999999995
2017-11-11,0,88.29999999999995
2017-11-12,0,88.29999999999995
2017-11-13,6.2000000000000455,94.5
2017-11-14,6.2000000000000455,100.70000000000005
2017-11-15,7.2999999999999545,108.0
2017-11-16,11.100000000000023,119.10000000000002
2017-11-17,14.899999999999977,134.0
2017-11-18,0,134.0
2017-11-19,0,134.0
2017-11-20,27.0,161.0
2017-11-21,28.0,189.0
2017-11-22,17.0,206.0
2017-11-23,22.299999999999983,228.29999999999998
2017-11-24,-1.599999999999966,226.70000000000002
2017-11-25,0,226.70000000000002
2017-11-26,0,226.70000000000002
2017-11-27,-3.0,223.70000000000002
2017-11-28,8.700000000000074,232.4000000000001
2017-11-29,11.500000000000057,243.90000000000015
2017-11-30,-2.0,241.90000000000015
2017-12-01,5.600000000000023,247.50000000000017
2017-12-02,0,247.50000000000017
2017-12-03,0,247.50000000000017
2017-12-04,24.399999999999977,271.90000000000015
2017-12-05,-7.199999999999932,264.7000000000002
2017-12-06,-14.000000000000057,250.70000000000016
2017-12-07,0.0,250.70000000000016
2017-12-08,-2.3999999999999773,248.30000000000018
2017-12-09,0,248.30000000000018
2017-12-10,0,248.30000000000018
2017-12-11,-1.0,247.30000000000018
2017-12-12,3.1000000000000227,250.4000000000002
2017-12-13,0.5999999999999659,251.00000000000017
2017-12-14,12.800000000000011,263.8000000000002
2017-12-15,2.800000000000068,266.60000000000025
2017-12-16,0,266.60000000000025
2017-12-17,0,266.60000000000025
2017-12-18,23.0,289.60000000000025
2017-12-19,-20.30000000000001,269.30000000000024
2017-12-20,1.1999999999999886,270.5000000000002
2017-12-21,-4.899999999999977,265.60000000000025
2017-12-22,1.900000000000034,267.5000000000003
2017-12-23,0,267.5000000000003
2017-12-24,0,267.5000000000003
2017-12-25,0.3999999999999204,267.9000000000002
2017-12-26,14.700000000000045,282.60000000000025
2017-12-27,-10.0,272.60000000000025
2017-12-28,10.89999999999992,283.50000000000017
2017-12-29,2.1000000000000227,285.6000000000002
2017-12-30,0,285.6000000000002
2017-12-31,0,285.6000000000002
2018-01-01,0,285.6000000000002
2018-01-02,10.599999999999966,296.20000000000016
2018-01-03,13.799999999999955,310.0000000000001
2018-01-04,11.100000000000023,321.10000000000014
2018-01-05,-5.699999999999932,315.4000000000002
2018-01-06,0,315.4000000000002
2018-01-07,0,315.4000000000002
2018-01-08,11.60000000000008,327.0000000000003
2018-01-09,12.0,339.0000000000003
2018-01-10,-2.400000000000034,336.60000000000025
2018-01-11,7.499999999999943,344.1000000000002
2018-01-12,-3.8999999999999773,340.2000000000002
2018-01-13,0,340.2000000000002
2018-01-14,0,340.2000000000002
2018-01-15,7.5,347.7000000000002
2018-01-16,-16.100000000000136,331.6000000000001
2018-01-17,-2.1999999999997613,329.4000000000003
2018-01-18,15.50000000000017,344.9000000000005
2018-01-19,8.200000000000045,353.10000000000053
2018-01-20,0,353.10000000000053
2018-01-21,0,353.10000000000053
2018-01-22,33.5,386.60000000000053
2018-01-23,14.0,400.60000000000053
2018-01-24,3.0,403.60000000000053
2018-01-25,16.0,419.60000000000053
2018-01-26,-20.399999999999864,399.20000000000067
2018-01-27,0,399.20000000000067
2018-01-28,0,399.20000000000067
2018-01-29,12.900000000000034,412.1000000000007
2018-01-30,20.799999999999955,432.90000000000066
2018-01-31,-20.0,412.90000000000066
2018-02-01,0.599999999999909,413.50000000000057
2018-02-02,-4.800000000000182,408.7000000000004
2018-02-03,0,408.7000000000004
2018-02-04,0,408.7000000000004
2018-02-05,19.199999999999932,427.9000000000003
2018-02-06,-28.69999999999999,399.20000000000033
2018-02-07,-3.3000000000000114,395.9000000000003
2018-02-08,7.100000000000023,403.00000000000034
2018-02-09,11.099999999999909,414.10000000000025
2018-02-10,0,414.10000000000025
2018-02-11,0,414.10000000000025
2018-02-12,40.0,454.10000000000025
2018-02-13,14.5,468.60000000000025
2018-02-14,0,468.60000000000025
2018-02-15,0,468.60000000000025
2018-02-16,0,468.60000000000025
2018-02-17,0,468.60000000000025
2018-02-18,0,468.60000000000025
2018-02-19,0,468.60000000000025
2018-02-20,0,468.60000000000025
2018-02-21,28.5,497.10000000000025
2018-02-22,-20.0,477.10000000000025
2018-02-23,24.600000000000023,501.7000000000003
2018-02-24,0,501.7000000000003
2018-02-25,0,501.7000000000003
2018-02-26,25.79999999999984,527.5000000000001
2018-02-27,-23.800000000000125,503.7
2018-02-28,0.6000000000000227,504.3
2018-03-01,-8.599999999999966,495.70000000000005
2018-03-02,2.1000000000000227,497.80000000000007
2018-03-03,0,497.80000000000007
2018-03-04,0,497.80000000000007
2018-03-05,11.100000000000023,508.9000000000001
2018-03-06,2.800000000000182,511.7000000000003
2018-03-07,14.399999999999977,526.1000000000003
2018-03-08,10.70000000000016,536.8000000000004
2018-03-09,3.5,540.3000000000004
2018-03-10,0,540.3000000000004
2018-03-11,0,540.3000000000004
2018-03-12,9.399999999999977,549.7000000000004
2018-03-13,6.399999999999977,556.1000000000004
2018-03-14,2.0000000000001137,558.1000000000005
2018-03-15,-0.6999999999999318,557.4000000000005
2018-03-16,-4.0,553.4000000000005
2018-03-17,0,553.4000000000005
2018-03-18,0,553.4000000000005
2018-03-19,-7.300000000000182,546.1000000000004
2018-03-20,-3.900000000000091,542.2000000000003
2018-03-21,0.20000000000004547,542.4000000000003
2018-03-22,-8.800000000000068,533.6000000000003
2018-03-23,-17.900000000000205,515.7
2018-03-24,0,515.7
2018-03-25,0,515.7
2018-03-26,11.800000000000068,527.5000000000001
2018-03-27,5.300000000000068,532.8000000000002
2018-03-28,-0.40000000000020464,532.4
2018-03-29,4.600000000000023,537.0
2018-03-30,3.200000000000159,540.2000000000002
2018-03-31,0,540.2000000000002
2018-04-01,0,540.2000000000002
