,Datetime,gain,total_gain
0,2017-08-09,0.0,0.0
1,2017-08-10,-3.0275917926565876,-3.0275917926565876
2,2017-08-11,-1.191387688984972,-4.21897948164156
3,2017-08-12,0.0,-4.21897948164156
4,2017-08-13,0.0,-4.21897948164156
5,2017-08-14,0.1362041036716839,-4.082775377969876
6,2017-08-15,0.03620410367177396,-4.046571274298102
7,2017-08-16,-2.1913876889848583,-6.23795896328296
8,2017-08-17,-0.49138768898492735,-6.729346652267887
9,2017-08-18,0.0,-6.729346652267887
10,2017-08-19,0.0,-6.729346652267887
11,2017-08-20,0.0,-6.729346652267887
12,2017-08-21,0.072408207343436,-6.656938444924451
13,2017-08-22,1.6724082073433442,-4.984530237581107
14,2017-08-23,-1.0275917926565867,-6.012122030237694
15,2017-08-24,0.5362041036717748,-5.475917926565919
16,2017-08-25,0.33620410367172937,-5.13971382289419
17,2017-08-26,0.0,-5.13971382289419
18,2017-08-27,0.0,-5.13971382289419
19,2017-08-28,6.236204103671707,1.096490280777517
20,2017-08-29,-6.527591792656587,-5.43110151187907
21,2017-08-30,2.7724082073434815,-2.6586933045355883
22,2017-08-31,5.5,2.8413066954644117
23,2017-09-01,3.8999999999999773,6.741306695464389
24,2017-09-02,0.0,6.741306695464389
25,2017-09-03,0.0,6.741306695464389
26,2017-09-04,0.0,6.741306695464389
27,2017-09-05,-1.7275917926566322,5.013714902807757
28,2017-09-06,-0.6275917926566095,4.386123110151147
29,2017-09-07,5.636204103671684,10.02232721382283
30,2017-09-08,0.0,10.02232721382283
31,2017-09-09,0.0,10.02232721382283
32,2017-09-10,0.0,10.02232721382283
33,2017-09-11,4.844816414686804,14.867143628509634
34,2017-09-12,-0.16379589632827063,14.703347732181363
35,2017-09-13,3.9724082073434133,18.675755939524777
36,2017-09-14,6.0,24.675755939524777
37,2017-09-15,-0.6637958963282706,24.011960043196506
38,2017-09-16,0.0,24.011960043196506
39,2017-09-17,0.0,24.011960043196506
40,2017-09-18,4.136204103671684,28.14816414686819
41,2017-09-19,-0.32759179265665495,27.820572354211535
42,2017-09-20,0.10861231101509716,27.929184665226632
43,2017-09-21,-0.7913876889848801,27.137796976241752
44,2017-09-22,-3.291387688984994,23.84640928725676
45,2017-09-23,0.0,23.84640928725676
46,2017-09-24,0.0,23.84640928725676
47,2017-09-25,0.0,23.84640928725676
48,2017-09-26,0.0,23.84640928725676
49,2017-09-27,0.0,23.84640928725676
50,2017-09-28,-0.5551835853132872,23.29122570194347
51,2017-09-29,0.0,23.29122570194347
52,2017-09-30,0.0,23.29122570194347
53,2017-10-01,0.0,23.29122570194347
54,2017-10-02,0.572408207343436,23.863633909286907
55,2017-10-03,1.2724082073433678,25.136042116630275
56,2017-10-04,4.936204103671752,30.072246220302027
57,2017-10-05,0.10861231101509716,30.180858531317124
58,2017-10-06,-1.927591792656564,28.25326673866056
59,2017-10-07,0.0,28.25326673866056
60,2017-10-08,0.0,28.25326673866056
61,2017-10-09,0.0,28.25326673866056
62,2017-10-10,1.5362041036716612,29.78947084233222
63,2017-10-11,-0.16379589632827063,29.62567494600395
64,2017-10-12,0.0,29.62567494600395
65,2017-10-13,3.936204103671752,33.5618790496757
66,2017-10-14,0.0,33.5618790496757
67,2017-10-15,0.0,33.5618790496757
68,2017-10-16,2.008612311015078,35.57049136069078
69,2017-10-17,1.6362041036716803,37.20669546436246
70,2017-10-18,2.408612311015169,39.61530777537763
71,2017-10-19,0.0,39.61530777537763
72,2017-10-20,1.6724082073434516,41.28771598272108
73,2017-10-21,0.0,41.28771598272108
74,2017-10-22,0.0,41.28771598272108
75,2017-10-23,0.0,41.28771598272108
76,2017-10-24,-4.52759179265658,36.7601241900645
77,2017-10-25,2.9362041036717486,39.69632829373625
78,2017-10-26,-5.091387688984831,34.60494060475142
79,2017-10-27,5.336204103671726,39.941144708423145
80,2017-10-28,0.0,39.941144708423145
81,2017-10-29,0.0,39.941144708423145
82,2017-10-30,1.508612311015078,41.44975701943822
83,2017-10-31,-3.627591792656503,37.82216522678172
84,2017-11-01,0.0,37.82216522678172
85,2017-11-02,-1.1551835853131962,36.666981641468524
86,2017-11-03,4.036204103671665,40.70318574514019
87,2017-11-04,0.0,40.70318574514019
88,2017-11-05,0.0,40.70318574514019
89,2017-11-06,7.0,47.70318574514019
90,2017-11-07,-1.191387688984861,46.51179805615533
91,2017-11-08,6.1362041036716874,52.648002159827016
92,2017-11-09,-0.16379589632826708,52.48420626349875
93,2017-11-10,0.0,52.48420626349875
94,2017-11-11,0.0,52.48420626349875
95,2017-11-12,0.0,52.48420626349875
96,2017-11-13,-0.36379589632831966,52.12041036717043
97,2017-11-14,6.2000000000000455,58.320410367170474
98,2017-11-15,-0.4275917926566777,57.8928185745138
99,2017-11-16,11.100000000000023,68.99281857451382
100,2017-11-17,5.908612311015048,74.90143088552887
101,2017-11-18,0.0,74.90143088552887
102,2017-11-19,0.0,74.90143088552887
103,2017-11-20,21.136204103671687,96.03763498920055
104,2017-11-21,23.836204103671733,119.87383909287229
105,2017-11-22,0.0,119.87383909287229
106,2017-11-23,10.144816414686744,130.01865550755903
107,2017-11-24,0.0,130.01865550755903
108,2017-11-25,0.0,130.01865550755903
109,2017-11-26,0.0,130.01865550755903
110,2017-11-27,-0.7637958963282756,129.25485961123076
111,2017-11-28,-1.2913876889848837,127.96347192224587
112,2017-11-29,9.736204103671696,137.69967602591757
113,2017-11-30,-2.0,135.69967602591757
114,2017-12-01,1.8362041036717471,137.53588012958932
115,2017-12-02,0.0,137.53588012958932
