,Datetime,gain,total_gain
0,2017-08-09,0.0,0.0
1,2017-08-10,-7.2406047516198475,-7.2406047516198475
2,2017-08-11,-3.205453563714948,-10.446058315334795
3,2017-08-12,0.0,-10.446058315334795
4,2017-08-13,0.0,-10.446058315334795
5,2017-08-14,0.15939524838001518,-10.28666306695478
6,2017-08-15,0.029697624190109906,-10.25696544276467
7,2017-08-16,-0.2703023758099583,-10.527267818574629
8,2017-08-17,2.5945464362851185,-7.93272138228951
9,2017-08-18,0.0,-7.93272138228951
10,2017-08-19,0.0,-7.93272138228951
11,2017-08-20,0.0,-7.93272138228951
12,2017-08-21,-1.0406047516198038,-8.973326133909314
13,2017-08-22,1.7296976241900435,-7.2436285097192705
14,2017-08-23,-0.07030237580991283,-7.313930885529183
15,2017-08-24,1.9648488120951004,-5.349082073434083
16,2017-08-25,0.12969762419001896,-5.219384449244064
17,2017-08-26,0.0,-5.219384449244064
18,2017-08-27,0.0,-5.219384449244064
19,2017-08-28,7.899999999999977,2.6806155507559133
20,2017-08-29,-4.0,-1.3193844492440867
21,2017-08-30,5.600000000000023,4.280615550755936
22,2017-08-31,5.5,9.780615550755936
23,2017-09-01,3.8999999999999773,13.680615550755913
24,2017-09-02,0.0,13.680615550755913
25,2017-09-03,0.0,13.680615550755913
26,2017-09-04,0.0,13.680615550755913
27,2017-09-05,1.0,14.680615550755913
28,2017-09-06,-0.37030237580986736,14.310313174946046
29,2017-09-07,6.5,20.810313174946046
30,2017-09-08,5.100000000000023,25.91031317494607
31,2017-09-09,0.0,25.91031317494607
32,2017-09-10,0.0,25.91031317494607
33,2017-09-11,-0.7351511879049468,25.175161987041122
34,2017-09-12,-0.8757559395248826,24.29940604751624
35,2017-09-13,3.8296976241900644,28.129103671706304
36,2017-09-14,6.0,34.129103671706304
37,2017-09-15,0.0,34.129103671706304
38,2017-09-16,0.0,34.129103671706304
39,2017-09-17,0.0,34.129103671706304
40,2017-09-18,7.399999999999977,41.52910367170628
41,2017-09-19,0.6000000000000227,42.129103671706304
42,2017-09-20,-2.5054535637149016,39.6236501079914
43,2017-09-21,0.8945464362851894,40.51819654427659
44,2017-09-22,-2.5054535637150224,38.01274298056157
45,2017-09-23,0.0,38.01274298056157
46,2017-09-24,0.0,38.01274298056157
47,2017-09-25,-2.105453563714917,35.90728941684665
48,2017-09-26,-1.2406047516198413,34.66668466522681
49,2017-09-27,-2.0757559395249245,32.590928725701886
50,2017-09-28,-0.5351511879050079,32.05577753779688
51,2017-09-29,2.2999999999999545,34.35577753779683
52,2017-09-30,0.0,34.35577753779683
53,2017-10-01,0.0,34.35577753779683
54,2017-10-02,1.6945464362852576,36.05032397408209
55,2017-10-03,0.5593952483801132,36.6097192224622
56,2017-10-04,3.194546436285151,39.804265658747354
57,2017-10-05,1.0945464362851283,40.89881209503248
58,2017-10-06,-1.1406047516199322,39.75820734341255
59,2017-10-07,0.0,39.75820734341255
60,2017-10-08,0.0,39.75820734341255
61,2017-10-09,-2.840604751619864,36.917602591792686
62,2017-10-10,3.0648488120950077,39.982451403887694
63,2017-10-11,2.2000000000000455,42.18245140388774
64,2017-10-12,2.7999999999999545,44.982451403887694
65,2017-10-13,7.0,51.982451403887694
66,2017-10-14,0.0,51.982451403887694
67,2017-10-15,0.0,51.982451403887694
68,2017-10-16,-0.5,51.482451403887694
69,2017-10-17,3.8999999999999773,55.38245140388767
70,2017-10-18,2.194546436285151,57.57699784017282
71,2017-10-19,-3.540604751619796,54.03639308855303
72,2017-10-20,3.5296976241901064,57.56609071274313
73,2017-10-21,0.0,57.56609071274313
74,2017-10-22,0.0,57.56609071274313
75,2017-10-23,1.329697624190075,58.89578833693321
76,2017-10-24,-7.540604751619924,51.355183585313284
77,2017-10-25,2.3242440604751593,53.679427645788444
78,2017-10-26,-7.805453563714863,45.87397408207358
79,2017-10-27,6.594546436285114,52.468520518358694
80,2017-10-28,0.0,52.468520518358694
81,2017-10-29,0.0,52.468520518358694
82,2017-10-30,5.2000000000000455,57.66852051835874
83,2017-10-31,-4.300000000000068,53.36852051835867
84,2017-11-01,1.7296976241900381,55.09821814254871
85,2017-11-02,-6.135151187904924,48.963066954643786
86,2017-11-03,-4.046058315334832,44.91700863930895
87,2017-11-04,0.0,44.91700863930895
88,2017-11-05,0.0,44.91700863930895
89,2017-11-06,-4.610907127429726,40.30610151187923
90,2017-11-07,1.0296976241901064,41.33579913606933
91,2017-11-08,10.0,51.33579913606933
92,2017-11-09,0.2999999999999545,51.63579913606929
93,2017-11-10,0.0,51.63579913606929
94,2017-11-11,0.0,51.63579913606929
95,2017-11-12,0.0,51.63579913606929
96,2017-11-13,4.229697624190038,55.865496760259326
97,2017-11-14,6.2000000000000455,62.06549676025937
98,2017-11-15,7.299999999999962,69.36549676025933
99,2017-11-16,11.100000000000023,80.46549676025936
100,2017-11-17,14.899999999999977,95.36549676025933
101,2017-11-18,0.0,95.36549676025933
102,2017-11-19,0.0,95.36549676025933
103,2017-11-20,27.0,122.36549676025933
104,2017-11-21,28.0,150.36549676025933
105,2017-11-22,17.0,167.36549676025933
106,2017-11-23,31.494546436285077,198.8600431965444
107,2017-11-24,-2.1406047516198328,196.71943844492458
108,2017-11-25,0.0,196.71943844492458
109,2017-11-26,0.0,196.71943844492458
110,2017-11-27,-3.575755939524811,193.14368250539977
111,2017-11-28,6.394546436285168,199.53822894168493
112,2017-11-29,11.36484881209509,210.90307775378002
113,2017-11-30,-4.370302375809871,206.53277537797015
114,2017-12-01,5.600000000000023,212.13277537797018
