,Date,gain,total_gain
1491,2021-09-09,13.699999999999818,572.4999999999991
1492,2021-09-10,-2.6000000000001364,569.899999999999
1495,2021-09-13,-5.400000000000091,564.4999999999989
1496,2021-09-14,-5.2000000000000455,559.2999999999988
1497,2021-09-15,10.400000000000091,569.6999999999989
1498,2021-09-16,2.2999999999999545,571.9999999999989
1499,2021-09-17,15.5,587.4999999999989
1502,2021-09-20,-4.7000000000000455,582.7999999999988
1503,2021-09-21,-8.599999999999909,574.1999999999989
1504,2021-09-22,-6.0,568.1999999999989
1505,2021-09-23,8.399999999999864,576.5999999999988
1506,2021-09-24,-0.09999999999990905,576.4999999999989
1509,2021-09-27,19.59999999999968,596.0999999999985
1510,2021-09-28,19.0,615.0999999999985
1511,2021-09-29,-23.90000000000009,591.1999999999985
1512,2021-09-30,2.199999999999818,593.3999999999983
1513,2021-10-01,-10.5,582.8999999999983
1516,2021-10-04,-10.299999999999727,572.5999999999985
1517,2021-10-05,7.7000000000000455,580.2999999999986
1518,2021-10-06,2.8999999999998636,583.1999999999985
1519,2021-10-07,2.7000000000000455,585.8999999999985
1520,2021-10-08,18.799999999999955,604.6999999999985
1523,2021-10-11,37.40000000000009,642.0999999999985
1524,2021-10-12,-12.5,629.5999999999985
1525,2021-10-13,-7.099999999999909,622.4999999999986
1526,2021-10-14,2.7000000000000455,625.1999999999987
1527,2021-10-15,-1.400000000000091,623.7999999999986
1530,2021-10-18,5.7999999999999545,629.5999999999985
1531,2021-10-19,-9.799999999999955,619.7999999999986
1532,2021-10-20,-6.7999999999999545,612.9999999999986
1533,2021-10-21,13.599999999999909,626.5999999999985
1534,2021-10-22,-1.7999999999999545,624.7999999999986
1537,2021-10-25,9.200000000000045,633.9999999999986
1538,2021-10-26,-17.999999999999773,615.9999999999989
1539,2021-10-27,32.200000000000045,648.1999999999989
1540,2021-10-28,-14.700000000000273,633.4999999999986
1541,2021-10-29,0.900000000000091,634.3999999999987
1544,2021-11-01,4.899999999999864,639.2999999999986
1545,2021-11-02,0.900000000000091,640.1999999999987
1546,2021-11-03,4.2000000000000455,644.3999999999987
1547,2021-11-04,4.099999999999909,648.4999999999986
1548,2021-11-05,-6.899999999999864,641.5999999999988
1551,2021-11-08,1.699999999999818,643.2999999999986
1552,2021-11-09,4.7000000000000455,647.9999999999986
1553,2021-11-10,-6.0,641.9999999999986
1554,2021-11-11,6.100000000000136,648.0999999999988
1555,2021-11-12,-20.0,628.0999999999988
1558,2021-11-15,2.2999999999999545,630.3999999999987
1559,2021-11-16,7.300000000000182,637.6999999999989
1560,2021-11-17,2.3999999999998636,640.0999999999988
1561,2021-11-18,2.800000000000182,642.899999999999
1562,2021-11-19,-6.699999999999818,636.1999999999991
1565,2021-11-22,9.5,645.6999999999991
1566,2021-11-23,15.699999999999818,661.399999999999
1567,2021-11-24,31.600000000000136,692.9999999999991
1568,2021-11-25,4.2000000000000455,697.1999999999991
1569,2021-11-26,-9.400000000000091,687.799999999999
1572,2021-11-29,-22.800000000000182,664.9999999999989
1573,2021-11-30,28.000000000000227,692.9999999999991
1574,2021-12-01,15.5,708.4999999999991
1575,2021-12-02,5.2999999999999545,713.799999999999
1576,2021-12-03,36.90000000000009,750.6999999999991
1579,2021-12-06,22.700000000000273,773.3999999999994
1580,2021-12-07,29.800000000000182,803.1999999999996
1581,2021-12-08,1.7999999999997272,804.9999999999993
1582,2021-12-09,19.40000000000009,824.3999999999994
1583,2021-12-10,-10.900000000000091,813.4999999999993
1586,2021-12-13,0.10000000000013642,813.5999999999995
1587,2021-12-14,-7.600000000000136,805.9999999999993
1588,2021-12-15,-2.8999999999998636,803.0999999999995
1589,2021-12-16,10.800000000000182,813.8999999999996
1590,2021-12-17,6.100000000000136,819.9999999999998
1593,2021-12-20,-11.400000000000091,808.5999999999997
1594,2021-12-21,-1.3999999999998636,807.1999999999998
1595,2021-12-22,-4.7999999999999545,802.3999999999999
1596,2021-12-23,-10.299999999999955,792.0999999999999
1597,2021-12-24,19.200000000000045,811.3
1600,2021-12-27,-1.2000000000000455,810.0999999999999
1601,2021-12-28,-4.2000000000000455,805.8999999999999
1602,2021-12-29,3.4999999999997726,809.3999999999996
1603,2021-12-30,5.7000000000000455,815.0999999999997
1604,2021-12-31,10.799999999999955,825.8999999999996
1607,2022-01-03,0.0,825.8999999999996
1608,2022-01-04,20.5,846.3999999999996
1609,2022-01-05,-9.0,837.3999999999996
1610,2022-01-06,-3.7000000000000455,833.6999999999996
1611,2022-01-07,-4.999999999999773,828.6999999999998
1614,2022-01-10,17.399999999999864,846.0999999999997
1615,2022-01-11,-9.600000000000136,836.4999999999995
1616,2022-01-12,24.100000000000136,860.5999999999997
1617,2022-01-13,-3.0,857.5999999999997
1618,2022-01-14,-5.400000000000091,852.1999999999996
1621,2022-01-17,36.59999999999991,888.7999999999995
1622,2022-01-18,-5.2999999999999545,883.4999999999995
1623,2022-01-19,-0.900000000000091,882.5999999999995
1624,2022-01-20,-10.899999999999636,871.6999999999998
1625,2022-01-21,-12.0,859.6999999999998
1628,2022-01-24,17.100000000000136,876.8
1629,2022-01-25,33.40000000000009,910.2
1630,2022-01-26,14.200000000000045,924.4000000000001
1631,2022-01-27,-6.600000000000136,917.8
1632,2022-01-28,15.200000000000045,933.0
1635,2022-01-31,0.0,933.0
1636,2022-02-01,0.0,933.0
1637,2022-02-02,0.0,933.0
1638,2022-02-03,0.0,933.0
1639,2022-02-04,0.0,933.0
1642,2022-02-07,23.09999999999991,956.0999999999999
1643,2022-02-08,2.1000000000001364,958.2
1644,2022-02-09,5.099999999999909,963.3
1645,2022-02-10,-3.400000000000091,959.8999999999999
1646,2022-02-11,-10.0,949.8999999999999
1649,2022-02-14,2.5000000000002274,952.4000000000001
1650,2022-02-15,10.700000000000045,963.1000000000001
1651,2022-02-16,3.7999999999999545,966.9000000000001
1652,2022-02-17,17.699999999999818,984.5999999999999
1653,2022-02-18,-4.899999999999864,979.7
1656,2022-02-21,-7.2000000000000455,972.5
1657,2022-02-22,-12.5,960.0
1658,2022-02-23,11.300000000000182,971.3000000000002
1659,2022-02-24,-14.0,957.3000000000002
1660,2022-02-25,2.2999999999999545,959.6000000000001
1663,2022-02-28,-0.7000000000000455,958.9000000000001
1664,2022-03-01,1.5,960.4000000000001
1665,2022-03-02,-3.1000000000001364,957.3
1666,2022-03-03,-10.200000000000045,947.0999999999999
1667,2022-03-04,-0.8000000000001819,946.2999999999997
1670,2022-03-07,-20.100000000000364,926.1999999999994
1671,2022-03-08,-6.2000000000000455,919.9999999999993
1672,2022-03-09,1.2999999999997272,921.299999999999
1673,2022-03-10,15.799999999999955,937.099999999999
1674,2022-03-11,1.0,938.099999999999
1677,2022-03-14,3.5,941.599999999999
1678,2022-03-15,0.599999999999909,942.1999999999989
1679,2022-03-16,-2.599999999999909,939.599999999999
1680,2022-03-17,-0.09999999999990905,939.4999999999991
1681,2022-03-18,3.0,942.4999999999991
1684,2022-03-21,15.899999999999864,958.399999999999
1685,2022-03-22,-4.0,954.399999999999
1686,2022-03-23,7.399999999999864,961.7999999999988
1687,2022-03-24,-3.599999999999909,958.1999999999989
1688,2022-03-25,-2.699999999999818,955.4999999999991
1691,2022-03-28,-9.199999999999818,946.2999999999993
1692,2022-03-29,9.0,955.2999999999993
1693,2022-03-30,-3.5,951.7999999999993
1694,2022-03-31,5.900000000000091,957.6999999999994
1695,2022-04-01,27.699999999999818,985.3999999999992
1698,2022-04-04,11.900000000000318,997.2999999999995
1699,2022-04-05,-3.3999999999998636,993.8999999999996
1700,2022-04-06,14.199999999999818,1008.0999999999995
1701,2022-04-07,-10.0,998.0999999999995
1702,2022-04-08,-5.599999999999909,992.4999999999995
1705,2022-04-11,0.0,992.4999999999995
1706,2022-04-12,-6.500000000000227,985.9999999999993
1707,2022-04-13,9.299999999999955,995.2999999999993
1708,2022-04-14,8.299999999999955,1003.5999999999992
1709,2022-04-15,12.299999999999955,1015.8999999999992
1712,2022-04-18,-19.100000000000136,996.799999999999
1713,2022-04-19,24.800000000000182,1021.5999999999992
1714,2022-04-20,2.699999999999818,1024.299999999999
1715,2022-04-21,-5.899999999999864,1018.3999999999992
1716,2022-04-22,-5.2999999999999545,1013.0999999999992
1719,2022-04-25,58.90000000000009,1071.9999999999993
1720,2022-04-26,35.299999999999955,1107.2999999999993
1721,2022-04-27,9.400000000000091,1116.6999999999994
1722,2022-04-28,-1.400000000000091,1115.2999999999993
1723,2022-04-29,15.5,1130.7999999999993
1726,2022-05-02,0.0,1130.7999999999993
1727,2022-05-03,0.0,1130.7999999999993
1728,2022-05-04,7.599999999999909,1138.3999999999992
1729,2022-05-05,-13.5,1124.8999999999992
1730,2022-05-06,-38.700000000000045,1086.1999999999991
1733,2022-05-09,20.40000000000009,1106.5999999999992
1734,2022-05-10,24.799999999999955,1131.3999999999992
1735,2022-05-11,-1.8999999999998636,1129.4999999999993
1736,2022-05-12,43.29999999999973,1172.799999999999
1737,2022-05-13,49.5,1222.299999999999
1740,2022-05-16,-12.700000000000045,1209.599999999999
1741,2022-05-17,64.89999999999986,1274.4999999999989
1742,2022-05-18,-0.6000000000001364,1273.8999999999987
1743,2022-05-19,1.5,1275.3999999999987
1744,2022-05-20,2.2000000000000455,1277.5999999999988
1747,2022-05-23,30.499999999999773,1308.0999999999985
1748,2022-05-24,-20.700000000000045,1287.3999999999985
1749,2022-05-25,30.0,1317.3999999999985
1750,2022-05-26,1.6000000000001364,1318.9999999999986
1751,2022-05-27,20.5,1339.4999999999986
1754,2022-05-30,0.6999999999998181,1340.1999999999985
1755,2022-05-31,-9.5,1330.6999999999985
1756,2022-06-01,4.7999999999999545,1335.4999999999984
1757,2022-06-02,4.5,1339.9999999999984
1758,2022-06-03,2.900000000000091,1342.8999999999985
1761,2022-06-06,-3.400000000000091,1339.4999999999984
1762,2022-06-07,-11.900000000000091,1327.5999999999983
1763,2022-06-08,16.700000000000045,1344.2999999999984
1764,2022-06-09,-6.7000000000000455,1337.5999999999983
1765,2022-06-10,-23.5,1314.0999999999983
1768,2022-06-13,-48.40000000000009,1265.6999999999982
1769,2022-06-14,7.7999999999999545,1273.4999999999982
1770,2022-06-15,4.7000000000000455,1278.1999999999982
1771,2022-06-16,32.40000000000009,1310.5999999999983
1772,2022-06-17,-44.899999999999864,1265.6999999999985
1775,2022-06-20,-32.700000000000045,1232.9999999999984
1776,2022-06-21,15.599999999999909,1248.5999999999983
1777,2022-06-22,20.0,1268.5999999999983
1778,2022-06-23,10.899999999999864,1279.4999999999982
1779,2022-06-24,-0.7999999999999545,1278.6999999999982
1782,2022-06-27,20.299999999999955,1298.9999999999982
1783,2022-06-28,12.700000000000045,1311.6999999999982
1784,2022-06-29,-0.40000000000009095,1311.2999999999981
1785,2022-06-30,-19.899999999999864,1291.3999999999983
1786,2022-07-01,-10.399999999999864,1280.9999999999984
1789,2022-07-04,-0.5,1280.4999999999984
1790,2022-07-05,9.799999999999955,1290.2999999999984
1791,2022-07-06,-16.90000000000009,1273.3999999999983
1792,2022-07-07,6.900000000000091,1280.2999999999984
1793,2022-07-08,0.0,1280.2999999999984
1796,2022-07-11,7.2999999999999545,1287.5999999999983
1797,2022-07-12,11.900000000000091,1299.4999999999984
1798,2022-07-13,1.900000000000091,1301.3999999999985
1799,2022-07-14,5.0,1306.3999999999985
1800,2022-07-15,9.299999999999955,1315.6999999999985
1803,2022-07-18,4.7000000000000455,1320.3999999999985
1804,2022-07-19,-2.400000000000091,1317.9999999999984
1805,2022-07-20,12.700000000000045,1330.6999999999985
1806,2022-07-21,7.7000000000000455,1338.3999999999985
1807,2022-07-22,-0.8000000000001819,1337.5999999999983
1810,2022-07-25,-3.5,1334.0999999999983
1811,2022-07-26,-3.0,1331.0999999999983
1812,2022-07-27,-13.099999999999909,1317.9999999999984
1813,2022-07-28,4.400000000000091,1322.3999999999985
1814,2022-07-29,4.600000000000136,1326.9999999999986
1817,2022-08-01,12.799999999999955,1339.7999999999986
1818,2022-08-02,-8.0,1331.7999999999986
1819,2022-08-03,3.5,1335.2999999999986
1820,2022-08-04,7.2000000000000455,1342.4999999999986
1821,2022-08-05,-9.500000000000227,1332.9999999999984
1824,2022-08-08,1.099999999999909,1334.0999999999983
1825,2022-08-09,6.5,1340.5999999999983
1826,2022-08-10,-2.099999999999909,1338.4999999999984
1827,2022-08-11,-2.400000000000091,1336.0999999999983
1828,2022-08-12,-15.399999999999864,1320.6999999999985
1831,2022-08-15,12.0,1332.6999999999985
1832,2022-08-16,-4.199999999999818,1328.4999999999986
1833,2022-08-17,11.299999999999955,1339.7999999999986
1834,2022-08-18,-4.099999999999909,1335.6999999999987
1835,2022-08-19,5.299999999999727,1340.9999999999984
1838,2022-08-22,-10.299999999999955,1330.6999999999985
1839,2022-08-23,11.899999999999864,1342.5999999999983
1840,2022-08-24,-1.8999999999996362,1340.6999999999987
1841,2022-08-25,17.100000000000136,1357.7999999999988
1842,2022-08-26,7.7000000000000455,1365.4999999999989
1845,2022-08-29,-33.09999999999991,1332.399999999999
1846,2022-08-30,-0.3000000000001819,1332.0999999999988
1847,2022-08-31,6.2999999999999545,1338.3999999999987
1848,2022-09-01,0.0,1338.3999999999987
1849,2022-09-02,0.0,1338.3999999999987
1852,2022-09-05,-7.7000000000000455,1330.6999999999987
1853,2022-09-06,3.900000000000091,1334.5999999999988
1854,2022-09-07,8.200000000000045,1342.7999999999988
1855,2022-09-08,6.399999999999864,1349.1999999999987
1856,2022-09-09,-3.699999999999818,1345.4999999999989
1859,2022-09-12,10.599999999999909,1356.0999999999988
1860,2022-09-13,4.199999999999818,1360.2999999999986
1861,2022-09-14,-13.299999999999955,1346.9999999999986
1862,2022-09-15,3.2000000000000455,1350.1999999999987
1863,2022-09-16,8.200000000000045,1358.3999999999987
1866,2022-09-19,3.7000000000000455,1362.0999999999988
1867,2022-09-20,-3.300000000000182,1358.7999999999986
1868,2022-09-21,-4.699999999999818,1354.0999999999988
1869,2022-09-22,4.7000000000000455,1358.7999999999988
1870,2022-09-23,-0.20000000000004547,1358.5999999999988
1873,2022-09-26,-16.100000000000136,1342.4999999999986
1874,2022-09-27,1.0,1343.4999999999986
1875,2022-09-28,-13.799999999999955,1329.6999999999987
1876,2022-09-29,30.799999999999955,1360.4999999999986
1877,2022-09-30,1.5,1361.9999999999986
1880,2022-10-03,11.599999999999909,1373.5999999999985
1881,2022-10-04,5.899999999999864,1379.4999999999984
1882,2022-10-05,12.599999999999909,1392.0999999999983
1883,2022-10-06,19.500000000000227,1411.5999999999985
1884,2022-10-07,-22.899999999999864,1388.6999999999987
1887,2022-10-10,-0.20000000000004547,1388.4999999999986
1888,2022-10-11,1.7000000000000455,1390.1999999999987
1889,2022-10-12,35.200000000000045,1425.3999999999987
1890,2022-10-13,-36.799999999999955,1388.5999999999988
1891,2022-10-14,4.2999999999999545,1392.8999999999987
1894,2022-10-17,-41.299999999999955,1351.5999999999988
1895,2022-10-18,7.2999999999999545,1358.8999999999987
1896,2022-10-19,-4.899999999999864,1353.9999999999989
1897,2022-10-20,5.0,1358.9999999999989
1898,2022-10-21,13.699999999999932,1372.699999999999
1901,2022-10-24,36.299999999999955,1408.9999999999989
1902,2022-10-25,18.699999999999932,1427.699999999999
1903,2022-10-26,6.7999999999999545,1434.4999999999989
1904,2022-10-27,57.500000000000114,1491.999999999999
1905,2022-10-28,9.999999999999773,1501.9999999999989
1908,2022-10-31,-27.200000000000045,1474.7999999999988
1909,2022-11-01,-6.5,1468.2999999999988
1910,2022-11-02,3.0,1471.2999999999988
1911,2022-11-03,-20.100000000000136,1451.1999999999987
1912,2022-11-04,-37.799999999999955,1413.3999999999987
1915,2022-11-07,32.0,1445.3999999999987
1916,2022-11-08,21.899999999999977,1467.2999999999988
1917,2022-11-09,-13.300000000000068,1453.9999999999986
1918,2022-11-10,24.5,1478.4999999999986
1919,2022-11-11,25.0,1503.4999999999986
1922,2022-11-14,-6.0,1497.4999999999986
1923,2022-11-15,-16.200000000000045,1481.2999999999986
1924,2022-11-16,62.69999999999993,1543.9999999999986
1925,2022-11-17,15.100000000000023,1559.0999999999985
1926,2022-11-18,-0.10000000000002274,1558.9999999999986
1929,2022-11-21,10.599999999999909,1569.5999999999985
1930,2022-11-22,-12.899999999999977,1556.6999999999985
1931,2022-11-23,20.5,1577.1999999999985
1932,2022-11-24,14.599999999999909,1591.7999999999984
1933,2022-11-25,-12.799999999999955,1578.9999999999984
1936,2022-11-28,24.600000000000023,1603.5999999999985
1937,2022-11-29,22.199999999999932,1625.7999999999984
1938,2022-11-30,12.600000000000136,1638.3999999999985
1939,2022-12-01,1.199999999999818,1639.5999999999983
1940,2022-12-02,73.30000000000018,1712.8999999999985
1943,2022-12-05,-10.100000000000364,1702.7999999999981
1944,2022-12-06,42.799999999999955,1745.599999999998
1945,2022-12-07,-2.900000000000091,1742.699999999998
1946,2022-12-08,1.199999999999818,1743.8999999999978
1947,2022-12-09,-5.099999999999682,1738.7999999999981
1950,2022-12-12,22.999999999999773,1761.799999999998
1951,2022-12-13,-28.0,1733.799999999998
1952,2022-12-14,1.400000000000091,1735.199999999998
1953,2022-12-15,5.0,1740.199999999998
1954,2022-12-16,-10.599999999999909,1729.599999999998
1957,2022-12-19,-15.200000000000045,1714.399999999998
1958,2022-12-20,-10.100000000000136,1704.299999999998
1959,2022-12-21,-11.200000000000045,1693.0999999999979
1960,2022-12-22,2.5,1695.5999999999979
1961,2022-12-23,-19.299999999999955,1676.299999999998
1964,2022-12-26,30.699999999999932,1706.9999999999977
1965,2022-12-27,-7.100000000000023,1699.8999999999978
1966,2022-12-28,-17.100000000000023,1682.799999999998
1967,2022-12-29,-15.700000000000045,1667.0999999999979
1968,2022-12-30,-1.7999999999999545,1665.299999999998
1971,2023-01-02,0.0,1665.299999999998
1972,2023-01-03,41.0,1706.299999999998
1973,2023-01-04,-2.900000000000091,1703.3999999999978
1974,2023-01-05,11.300000000000182,1714.699999999998
1975,2023-01-06,-2.800000000000182,1711.8999999999978
1978,2023-01-09,12.299999999999955,1724.1999999999978
1979,2023-01-10,-5.0,1719.1999999999978
1980,2023-01-11,5.7000000000000455,1724.8999999999978
1981,2023-01-12,0.40000000000009095,1725.299999999998
1982,2023-01-13,7.900000000000091,1733.199999999998
1985,2023-01-16,-7.399999999999864,1725.7999999999981
1986,2023-01-17,31.700000000000045,1757.4999999999982
1987,2023-01-18,-7.0,1750.4999999999982
1988,2023-01-19,3.2000000000000455,1753.6999999999982
1989,2023-01-20,0.0,1753.6999999999982
1992,2023-01-23,0.0,1753.6999999999982
1993,2023-01-24,0.0,1753.6999999999982
1994,2023-01-25,0.0,1753.6999999999982
1995,2023-01-26,0.0,1753.6999999999982
1996,2023-01-27,29.40000000000009,1783.0999999999983
1999,2023-01-30,15.700000000000273,1798.7999999999986
2000,2023-01-31,-21.0,1777.7999999999986
2001,2023-02-01,29.90000000000009,1807.6999999999987
2002,2023-02-02,-2.299999999999727,1805.399999999999
2003,2023-02-03,5.800000000000182,1811.1999999999991
2006,2023-02-06,-28.600000000000136,1782.599999999999
2007,2023-02-07,-24.100000000000136,1758.4999999999989
2008,2023-02-08,4.800000000000182,1763.299999999999
2009,2023-02-09,0.8999999999998636,1764.199999999999
2010,2023-02-10,11.999999999999773,1776.1999999999987
2013,2023-02-13,-1.099999999999909,1775.0999999999988
2014,2023-02-14,4.399999999999864,1779.4999999999986
2015,2023-02-15,5.7000000000000455,1785.1999999999987
2016,2023-02-16,-1.400000000000091,1783.7999999999986
2017,2023-02-17,-10.700000000000273,1773.0999999999983
2020,2023-02-20,38.799999999999955,1811.8999999999983
2021,2023-02-21,9.599999999999909,1821.4999999999982
2022,2023-02-22,-33.200000000000045,1788.2999999999981
2023,2023-02-23,-10.299999999999955,1777.9999999999982
2024,2023-02-24,18.200000000000045,1796.1999999999982
2027,2023-02-27,-15.100000000000023,1781.099999999998
2028,2023-02-28,16.000000000000227,1797.0999999999983
2029,2023-03-01,23.699999999999932,1820.7999999999984
2030,2023-03-02,-8.099999999999909,1812.6999999999985
2031,2023-03-03,21.5,1834.1999999999985
2034,2023-03-06,4.399999999999977,1838.5999999999985
2035,2023-03-07,18.000000000000114,1856.5999999999985
2036,2023-03-08,9.700000000000045,1866.2999999999986
2037,2023-03-09,-15.700000000000045,1850.5999999999985
2038,2023-03-10,-1.2999999999999545,1849.2999999999986
2041,2023-03-13,-1.900000000000091,1847.3999999999985
2042,2023-03-14,2.7000000000000455,1850.0999999999985
2043,2023-03-15,8.200000000000273,1858.2999999999988
2044,2023-03-16,8.600000000000136,1866.899999999999
2045,2023-03-17,6.099999999999909,1872.9999999999989
2048,2023-03-20,3.199999999999818,1876.1999999999987
2049,2023-03-21,-6.599999999999909,1869.5999999999988
2050,2023-03-22,-0.7999999999997272,1868.799999999999
2051,2023-03-23,4.0,1872.799999999999
2052,2023-03-24,4.2000000000000455,1876.999999999999
2055,2023-03-27,4.2999999999999545,1881.299999999999
2056,2023-03-28,4.2000000000000455,1885.499999999999
2057,2023-03-29,4.5,1889.999999999999
2058,2023-03-30,8.600000000000136,1898.5999999999992
2059,2023-03-31,1.5,1900.0999999999992
2062,2023-04-03,17.09999999999991,1917.1999999999991
2063,2023-04-04,-5.2999999999999545,1911.8999999999992
2064,2023-04-05,3.5,1915.3999999999992
2065,2023-04-06,10.499999999999773,1925.899999999999
2066,2023-04-07,-3.900000000000091,1921.9999999999989
